sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B001LGGH40	A37NHGD0WTRYFH	Its a pleasant fizz	"The names of these juice drinks rarely really reflect the majority of what is actually in them.<br /><br />Ingredients: 100% juice (filtered sparkling water sufficient to reconstitute juice concentrates, apple, grape, kiwi, acerola, raspberry and strawberry juice concentrates), natural flavors, ascorbic acid (vitamin c).<br /><br />I've never heard of acerola and I want to know what the ""natural flavors"" are.  Anyway, its really mostly apple and grape. Of course, you probably don't want to drink pure kiwi and berry juice, they are just the ""flavor"".  So, this is a lighter flavored alternative.  I like that the carbonation isn't overdone.  There's just a bit of fizz.  Its sweet, but not horribly.  Its definitely better than soda and I like it better than the other carbonated juice drink that I have tried (other one had too much carbonation).<br /><br />I get irritated that the nutrition facts are so brief.  Surely this stuff provides more vitamins and minerals than vitamin C.  Did they kill the vitamins in the manufacturing process or are they just not telling us what is there.  If its there, you'd think the company would want to advertise it.  If it isn't, where did it go?  (BTW I have this gripe about most nutrition labels).<br /><br />So, its a good drink, probably good for you and definitely better than soda."	1	0
-1	B000ESJR20	ATB6MGDQGZZGD	Not impressed	I like the Starbucks Via instant coffee, but would rather support another company instead of Starbucks every day, and I wanted to have organic coffee. I got this based on the great reviews, but I didn't like the taste of the coffee, nor was I impressed at how well it dissolved in water. I begrudgingly drank it every day until it was gone.	0	0
-1	B000K6DVDM	A3OI5NNRMDDCAG	They make great tea, but can't count.	My wife and I love the tea and have ordered this product twice.  Based on taste alone, the product gets 5 stars.  So, why 3 stars overall?<br /><br />The first package was short 3 bags, the last short by 1 bag.  We love the tea and are willing to pay a premium for it.  We do, however, expect to get what we pay for.  We are trying to get Mighty Leaf to send us the missing bags or give us a credit.  No word yet.<br /><br />We suggest that you count your bags when you get the package to make sure that you're not getting short changed.	6	0
1	B001AJ1ULS	A2D6H3OE31ZGBS	These are GREAT!  Superior Service !	My Dobes would barely let me put the box on the kitchen to open it!  Terrific product at a great price and superior customer service.	0	0
-1	B001EO62BM	A3KO0JEF9R74FD	Bland	I tried to use these dried morels as a substitute for fresh morels in a chicken dish and they were lacking in flavor. Morels should perfume a dish and these mushrooms did nothing when rehydrated.	0	0
-1	B0017GUZ7E	A16QS5AADG7RAM	Great Coffee, not for espresso.	Perhaps is the fact that its called Gold quality makes us believe its Lavazza's best, but really its a drip coffee and not a bad one. for now ill stick to Illy.	0	0
1	B000CQE3HS	A2DCS0VQMMHP8X	I love these.	I've tried just about every knock off, wanna-be slim jim there is and nothing comes close to the original. These are perfect snacks if you are on a low carb diet. Wonderful texture and the right amount of spices. The ones I received from Amazon were much fresher than the ones I buy at Target.	1	0
1	B002FYJVHW	A17MTAYH3SHPGJ	Clean flavor, incredible price, convenient storing, everyone should buy this...	This is exactly what I wanted and because of the packaging you do not need to refrigerate before you open them.  I do wish that amazon sold unsweetened regular soy milk for this price but alas...they do not.  I am not in anyway disappointed with this product though and while I cannot use it as a dairy substitute when I am cooking, I love it in the morning or for making protein shakes. You will not regret buying this and you can take all year to drink them if you want.	1	0
1	B000S4HVPU	A1C19WLTO01L95	Great Egg Noodles	I was so happy to find these after eating at a German restaurant and sampling spaetzle noodles.  These work well in many dishes from soups to casseroles and the size of the box is (9 ounces)is a good size for two people.  Delicious and a Great Product!	0	0
-1	B001AS1A4Q	A3S5643F4JNLQQ	ehhhhh	Like everything, some things work for some and some things don't. For a while it seemed to help me pretty quickly with the alertness, waking me up, and energy. I bought a few boxes and over the period of about 3 months used them on and off. To me they lost their effect quite quickly. I am not sure whether I got used them, whether it was in my head and never really worked (don't think this is the case), or whether they just stopped working...in my head. In the end I decided if it wasn't working for whatever reason, then why put it in my body.<br />  One last thing, I bought this flavor due to the lower price, but in my opinion the grape is much better tasting and not as bitter as this one.	0	0
-1	B00450XKUI	A301ZN1BR9ZBR4	Wrong flavor	"Just want to warn you that ""fun flavor"" are strange berry flavors and NOT the traditional ones I expectd, like lime, orrange, cherry and grape.  I was very disappointed."	1	1
-1	B000GZUA7W	A36WGHR8TO5DKT	"That ""Magical Fruit"" Issue...."	I felt I had to warn people about this product.  It's not that it's a bad company, or bad product per se.  Powdered hummus isn't all that great, but I do see the benefit and convenience of it.<br /><br />The problem is the effect one experiences after consuming it.  While every other form of hummus I've tried over the years hasn't caused such a problem, for some reason this company's powdered product does.  And it's bad, like, painful bad.<br /><br />So, I suggest if you haven't tried it yet, perhaps buy one box locally and try it first, before committing to a full pack.	0	0
-1	B003VXL0V6	A1CSRU8Z5KIPV6	barely any vanilla aroma or flavor	"As coffee, these kcups are just ok.  As ""flavored"" coffee these are disappointing.  I found the vanilla to be barely detectable."	2	0
-1	B00141OU50	AJ0I6W0X075VT	OMG....CHINA	My dogs loved these treats!!  Recently my 9 yr old hound that has never been to the vet got sick.  Couldn't keep anything down and after 3 days of this we went to pet emergency.  $1200.00 later it was concluded that it was something digested.  Not possible, I spare no expense when it comes to my 3 furry buddy's!  I grabbed the bags of treats and sure enough, MADE IN CHINA.  Went to FDA web site in 2012 and they said chicken from CHINA bad but no recalls yet.  DOGS have been getting sick from chicken products from china, advised not to buy.  Called company and no return call.<br />Trashed them all!!	7	1
1	B003QNJYXM	A1KAJL2Y3AB8E1	Professional Driver On A Closed Course! :-)	"Like most of the reviews posted here, I give this product a positive rating. For me, it does what it claims to do... and I especially appreciate the ""no crash"" effect after a few hours! I first found out about this product when I started racing Go-Karts this year... I hit the local Stop-N-Shop before getting to the track and decided to plunk out the $3.00, as I was a bit tired. I threw it in my cooler and then drank it just prior to my qualifying session. Almost immediately, I could feel the ""boost""... and it helped out on track! I never felt the Niacin rush that some claim, but the one thing I did notice, was that my jaw was a bit tight due to the jolt of energy. I only have few suggestions: I've tried all the flavors, and I think the Orange flavor is the best; I drink the product chilled... tastes better to me that way; the flavor is a bit too sweet for me so I add it into my personal water bottle; I buy this on amazon because it's a lot cheaper than buying it at my local Stop-N-Shop!"	0	0
-1	B007NIARRS	A3KN3YR213VMAL	Glad I ordered just one.	My daughter hated this. I was going to order more, glad I didn't.  Love the ingredients but has no taste so unfortunately she didn't like it. I can't shove it down her throat.	0	0
1	B000I1RHMU	A3DIN3TCSZTISM	I love this relaxing tea!	This is one of my favorite teas.  A nice, relaxing change to my other favorite...Lady Grey.  I can only find this at my local Safeway, so was thrilled to see it on Amazon in a large quantity.	2	0
1	B004T434L0	A9QYU3IG3BVRP	MM MMM Good	If you've never tried this you're missing out...this product is great for camping trips or at home/at work.  I bought the 4 pack and I've already gone through two of the boxes in about 2 weeks.<br /><br />The flavor is great, it doesn't have that odd chemical taste you so often get with artificial sweeteners, and the creamer it's mainly composed of makes for a nice thick drink, almost like a cappuccino from the store.<br /><br />Highly suggest you get some and try it.	0	0
-1	B002BTQQBA	A1GCNDSZ4G3GYT	DO NOT BUY!!!!!!!!!!!!!!!!!!!!!!!!!	I purchased the Waggin' Train brand Duck Jerky and my dog became sick immediately. He was throwing up and also began to lose hair on his ear. Luckily I only given about 10 pieces in the week that I purchased the jerky. I immediately stopped giving him the treats since that was the only new item introduced. Lucky for me, my dog was able to recover from the issues brought on by the jerky. Don't ever buy anything that you can ingest which is made in China. Or better yet, just don't buy anything made in china.	2	0
1	B002Q8PQAS	A2NQWPJ8EBWM3L	vegetarian, healthy dog cookies	"I have 2 labs and one is extremely allergic; these dog cookies are rated well with the Whole Dog Journal <a href=""http://www.amazon.com/gp/product/B002DUD6WE"">The Whole Dog Journal's Guide to Optimum Dog Care: Good Eats</a> - they have a monthly newsletter as well - the ingredients are whole and healthy and there is no chicken, which is really hard to find - my dog is allergic to chicken, eggs, beef, peanuts ... and he's on a grain-free diet - these cookies have oatmeal which is fine for him - so it's very hard to find a healthy dog cookie that works with his allergies and both dogs love them."	10	0
1	B001L06354	A2O5U7FUF8JA9Y	Great Tea	Great Tea, arrived on time, and in air tight tea package to preserve flavor. Also mixes well with other tea.	0	0
1	B004ZIER34	AT1RF4WNPGGLC	Surpassed my expectations.	"I normally stay away from anything labeled ""dark roast"", but I'm glad I took a chance on Puroast (low-acid) Coffee. The lower acid sure does cut down on the bitterness usually associated with dark roasts. My stomach handled this dark french roast better than my off brand medium roast. My only complaint, is the price of this coffee. It averages about one dollar per ounce, which I think is a bit extreme, I liked it, but it didn't blow me away. So if you don't mind the price tag, I would recommend it. Good stuff."	0	0
1	B000O7V3QO	A1R0P0J3079534	GREAT COFFEE	I FIND THE TASSIMO COFFEE MAKER ALONG WITH THEIR COFFEE PRODUCTS TO BE BEYOND BELIEF ... GREAT ITEMS	1	0
-1	B0010UOGWM	A2WURA7XS1L00T	After-taste	We enjoy our soda stream alot.<br />But the syrups you get from them all have a bitter after taste, which is from using the Splendia.<br />Currently looking for better syrups.	3	3
-1	B002AQP516	A3DJNOS6VJUYS4	Quick and easy	I am not a huge fan of instant potatoes but these are better than many others on the market. They are quick and easy to fix when your running late and everyone seems to like them. Amazon makes it even easier by selling at a comparable price to the stores and shipping. It's nice to have them on hand when I'm rushed or unexpected guests show up and I need more in a hurry.	2	1
-1	B001EQ4RWQ	A1S8T5VWBW3FXF	BC500	"Based on all the highly quality products turned out by Hershey this one totally missed the mark.  The powerful sour taste is so strong you can not even taste the chocolate.  The produce is a mistake or must be a bad batch. Our bottle was labeled ""38D72  BB 10 2011"""	0	1
-1	B002DLXXHG	A3VSH31QO2C895	It has MSG	It has MSG.  That was not mentioned on any of the description nor on the manufacture's web-site.  Other than that, it tasted okay and the texture was average.	2	3
-1	B005VOOLXM	A199V9Y5ER1L5P	Brew seems a bit weak for my tastes	I evaluated this coffee blend while travelling.  Most hotel rooms come equipped with single-brew coffee makers, do this product received a thorough testing.<br /><br />My first impression is that this blend is a bit weak; in fact, a good coffee bite was obtained with about a 50% reuction in water used.<br /><br />Flavor was merely OK.  I wouldn't go out of the way to purchase more examples of Marley.	0	1
1	B00437I4VI	A3NMPL7RNPQ62J	Healthy easy to grab and eat snack	I love these, strawberry good too. I tried the fruit strips from Target, but they were SOOOPER GOOEY STICKY and it was thick and gelatiny, it just wasn't very good in my opinion. These fruit roll ups are fantastic though, similar to the original fruit roll ups, but a little granier, and tears more easily. The taste is pretty amazing, but beware for those who are allergic to citrus, because it has lemon juice in it despite it being wildberry or strawberry. Overall I recommend it for those who need an easy snack and aren't allergic to citrus or any other ingredients it contains.	0	0
1	B002YKKUMW	A2Q34OXE0V35EL	Long ship time, but great product!	This took an extremly long time to get after I ordered it, but my puppy absolutely loves them, and they are very healthy for her bone and joint development! Less likly to choke on the sticks they are softer than the jerky, but she loves all the Loving Pet products, even the jerky, but reccomend keeping a close eye on them with the jerky. Great all natural product line!	0	0
-1	B002WD98NS	A1CDRS1GDBW2F7	Hard to swallow	I've pretty much liked the other varieties for the Tassimo other than this one. I put my usual amount of creamer and sugar in, was ready to head out the door for work when I took a sip. Fortunately, I did because this tasted just awful. It wasn't bitter or bold. It just tasted lousy. I ran to the fridge dumped a load of Hazelnut flavored creamer in there to mask the nastiness, was about to head out again and it was still too gross to drink. So, long story short, basically, this morning I had a great big mug of Hazelnut creamer with a little bit of coffee in it.<br /><br />This one definitely isn't for me. I'd rather just have a cup of Maxwell House Breakfast Blend and and some flavored creamer to it.	0	0
-1	B000TK6LBS	AZJHB1BU40E1Q	Caribou: an average cup of coffee.	The aroma of this blend is sharp and bold, but not as appealing as some of the other varieties ive tried, semi astringent. I brewed this on the 7.25oz setting and found it to be strong and dark enough to use milk and one tsp of sugar.<br />The taste is underwhelming, and seems to be along the lines of an average at best cup of coffee. The taste characteristic is along the lines of walnut and brandy, which is nice but not present enough to make this blend memorable.<br />It is as drinkable as a mild cup of starbucks coffee...	0	0
-1	B005BCC51E	A3ONP7D1T1XP3N	If I could give it Zero stars, I would.	I usually like all cereals chocolate so I decided to get this one from the internet since its not available in my area. Plus, I like the good ole Captain so its a winner right? Not at all! This stuff was disgusting, I had to throw out what was in my bowl, and the rest of the box, my kid niece and nephew didn't even want it. The only thing I could salvage was the chocolatey tasting milk it left behind, which was good. I hope this stuff disappears before it gets around and taints the brand! Yuck!	1	1
1	B003EM7J9Q	A2KZNUJKINCV33	Totally wonderful if not overcooked	Unlike microwave popcorn, you cannot hear the pork skins cooking, so only by trial and error and the wattage of your microwave will you know how long to cook these. Cooked to the proper timing, they will be fluffy, melt in you mouth. 15 seconds too long you will have a stinky unedible product.<br />It is something that you must try. I cooked mine for 1 minute 45 seconds and they were not all done. I do not know the wattage of my microwave.<br />So try them for your self. As I said, they are different than popcorn, but have the same results if left too long in the micowave, stinky.	0	0
1	B001EQ4RBM	A14DJM89L24C35	Delicious!	Seriously, these things are delicious.  Amazon is a great place to buy them too.  At my local grocer they are $6 a can.  Can't go wrong!	2	0
-1	B003XDH6M6	A1VM6A7HC6CEIH	A Sticky Sweet Treat	"These are certainly interesting candies, and a pleasant alternative to much of the less ""natural"" that's on the market. The pomegranate taste is unusual, almost a slight bitter-sweet combination that stays around after the candy has gone...although I should add that the liquorice has a tendency to get into your teeth in ways that you almost wish it couldn't. It's very chewy and sticky so be warned.<br /><br />Not the cheapest ""candy"" on the market, but certainly an enjoyable occasional treat."	0	0
1	B001189I3A	A2493GV60OOOBI	Great Product!	I first heard about this product from my mother-in-law, and then I did a lot of research about it online. My job is time-consuming, so my problem has always been massive dark circles under my eyes. I bought this product in the hopes that it would help make them disappear.<br /><br />I have been using this product for about 2 weeks now, and although my dark circles are not completely gone, I can definitely tell a difference. I use this creme every morning between washing my face and applying make-up. You need VERY LITTLE product between both eyes...hardly even a pump. This was a nice fact, since the bottle appears so small for the price. This product illuminates my under-eyes, especially when applied under my foundation. It has a very prominent coffee scent, which is also a nice perk (haha) when I'm getting ready early in the morning.<br /><br />I would suggest not using this product right before bed, because the coffee scent may way you up.<br /><br />To summarize:<br />PROS - very little needed, great coffee scent, early-morning pick-me-up, seems to be working on my under-eye circles<br />CONS - a little pricy (but again, you really dont need much at all with each application), great coffee scent may keep you from falling asleep at night	0	0
-1	B001P05K8Q	A2U4CQA824I7CP	Seconds?	Hextra chews are a good product.  Delivery was quick.  But the vacuum bags were compromised with many pinholes, destroying product freshness.  Too much of a hassle to return them, but I question whether the shipment I received was in fact manufacturer's seconds. CET HEXtra Prem Chews 30 EX-LARGE	5	1
-1	B00271NNLI	AVB56GPOQAWUS	They don't fit!	Our Senseo makes fine coffee with the standard Melita Pod but these Buzzworthy Pods mostly produce light brown water.  Unless the pod is exactly centered in the holder, water leaks around the edges and very little coffee is produced.	0	1
1	B005HB4HGU	A2VF3XTT7245RE	top notch	this is a fine example of mineral-rich himalayan salt. The packaging also keeps it fresh. It comes in a zip-seal pouch.	1	0
1	B001ET5Y1G	A38V9BFFCUEHIH	Trustworthy and Quality	Finally a product I trust, that will give my Westies the nutrition they need without the added junk!  My boys have already showed signs of more energy.	0	0
-1	B003SRKSRC	AT4UDNMEUC52C	Too light	Although I'm a fan of Lavazza, this particular mix tastes good but is too light, even though I use twice as much as usual.  I also want to take this opportunity to let you know that the Lavazza pods are not good for Senseo.	0	0
1	B001ELJK82	AU1GQJGCX3H5L	Rosso Magnifico - Excellent Wine at 5 Gallons!	I am not sure if I would still consider myself a beginner, anymore, but I am relatively new to this.  Only making wine for a little over a year... In the past year, however, I made about 11 kits from different manufactures.<br /><br />This wine, Tuscany Rosso Magnifico, is quite fantastic.  I made it at 5 gallons by putting in all of the juice concentrate, but only re-constituting with water up to the 5 gallon mark.  I also added 30 Grams of Oak Chips.  Now, I personally don't like a lot of oak in a wine.  For that reason, I don't like many commercial wines...  30 Grams of Oak is enough not to actually taste excessive oak, but have a better mouth feel.  I got the oak from a home brew close to where I live.  Medium Toasted Oak.  Again, it is just my opinion, but less is more with the oak... You should trust your tongue, and not worry about what others say.  You can always add more oak, you can't take it away...<br /><br />I put the oak in the carboy for the secondary fermentation.  Not in the bucket.  I learned that from copying a Mosti Mondale kit.  Some kits but oak dust in the primary...  So far, I have had good luck with the oak chips in the secondary.<br /><br />The wine does taste much better, if you let it sit in the bottle 6 months after you bottle it.  But, you will most likely not be able to wait that long....  Put 3 or 4 bottles away to age, if you can't wait for the whole batch...<br /><br />To learn about the process, I learned everything I know from looking at the videos on the finevinewines.com website.  It may be helpful if you never did it, to look at the process and once you see it, you will be confident that you can do it...  You can also look to youtube for a few good demonstrations...<br /><br />You will need some equipment to do this, but you don't need more than a beginner equipment kit to be successful.  Once you do it, you will be hooked...  I typically do two or three at a time... At the time of this writing, I am doing WE Nero D'Avalo, WE Chocolate Raspberry Port, Vino Italiano Merlot.  When I get a free carboy, I will do the Rosso Magnifico again.  Mrs.Claus got  it to me for Christmas.<br /><br />By the way, everyone who has tried my Rosso Magnifico loves it...<br /><br />See what I mean.  You will get hooked...<br /><br />I hope this review helps some of you out there.<br /><br />Cheers!	3	0
1	B001BM3C0Q	A348IT6M7H8A67	Baked Blue Corn Tortilla Chips, Delicious!	I love these Garden of Eatin Baked Blue Corn Tortilla Chips.  Blue corn is a nutritional powerhouse full of anti-oxidants and higher in protein than either white or yellow corn.<br /><br />These are tasty and low in sodium and low in fat because they are baked!	0	0
1	B000ER6Y54	A1IOUVQ8BH7J81	Will recommend!	I recently started feeding solids to my five month old baby boy.He absolutely loves Earth's best carrots! He also loves the sweet potatoes and all the fruit varieties.	0	0
-1	B000WFUL3E	A35N0EICBY7X8J	I want to love this stuff, as the ingredients are great, but: diarrhea.	Pretty sure this stuff is giving all six of my foster kittens diarrhea, which neither their dry kibble (Blue Buffalo Wilderness Kitten) nor their alternative wet food (Fancy Feast Classic grain-free varieties) do. I don't think they absorb much in the way of nutrition when the food shoots right through them, and of course it's a messy experience for me. Not a fan of this product.	0	1
1	B000255OIG	A1L8DNQYY69L2Z	Terrific Treats	This is a great treat which all three of my dogs absolutely love!  I am now ordering it regularly and the price is great.	0	0
1	B000EH0RU2	A8CYVX1OFJU1K	Never thought I'd be buying groceries from Amazon.com	My store stopped stocking this rice for some reason.  It is a far superior blend than anything else I've tried and so I Googled it and was surprised to find it here.  Great texture and flavor (I cook it in chicken stock).  The best thing about this rice is that it is ready to cook, no rinsing required.  With other rice blends it takes so long to rinse that sometimes it's not even worth the effort for little reward.  This rice has it all...flavor, texture and no rinsing.  A lazy cooks dream.	0	0
-1	B004779XNW	A9W9P1K460CMQ	bait and switch	"Ordered ""Dark Magic K-Cup - Box of 2"". Therefore should be each box of 24 x 2 = 48 K-cups. I only received 1 box of 24. The company changes its name frequently and sends wrong quantity. Beware of non- Amazon sellers. Amazon contacted and will investigate the fraud. However, Amazon has easy return process."	10	11
-1	B006N3I29E	A2YFBDCW1AT642	A good cup of coffee	Tried this blend as a change from routine, but did not find it as enjoyable as I had hoped, still, it was good, just not great.<br />Pat	1	0
-1	B002AQ0OL2	A1KJDOL79GJ3JI	Timothy's K-Cups are Always Good	We prefer 100% Columbian, and though this breakfast blend is good, it is not one we will reorder.	0	1
1	B003VXFK44	A1GZVRXW89KZST	Perfect every day coffee.	I have tried many different k-cups and this has remained my favorite for the longest time. It is the perfect balance, not too weak and not too bold. And since I usually drink my coffee black, the flavor alone is very important to me. It' has a great flavor and not too acidic.	0	0
1	B0009VZP6Y	A1RA25GUV5IQJR	Great taste	great tasting candy with a bite. If you like ginger then you will enjoy this candy. very soft and chewy. One of the best that i've tasted and a good price.	1	1
1	B004RDVDM0	A2KA236G57KA4S	Instead of Frosting and Gluten Free	My family is gluten free because we have to be. I've used this product several times with great success. Last night I wanted to make a cake but didn't have any frosting mix and the butter was hard and I didn't want to wait for it to soften. So I made the mousse and chilled it, then used it as frosting on the cake and jam for between the layers. This cake won't survive breakfast even!	0	0
-1	B0030VBRIU	A2CW96MG1IB65L	I wish my toddler liked it	I really wish my toddler liked this. It seems to be very high quality and it would provide more variety in his diet. Every so often he'll eat it, but it usually needs to be mixed with something else.  I think it tastes fine, but it wasn't a hit. I bought a case so I keep trying.	0	0
-1	B00329Q5DM	AXLEXZ750G5SE	Bought at my local supermarket	I found this in the organic aisle at my local supermarket.  $[...] for one box of 100 opposed to 3 boxes being sold here with no shipping or waiting.  I would just like to know if anyone knows if this is a good quality for being a bagged tea.  I'm not a Pu-erh expert and I am looking for something as authentic as I can get without paying an arm and a leg.  Can anyone suggest a good quality??  The only reason I gave this a 3 is because it is something you can find at your supermarket without buying a pack of 3.	0	4
-1	B002ESMHOI	A3JMKGGF3EVCEO	Great coffee but the price keeps going up.	Wonderful tasting coffee. This was the only kind of coffee we bought in our house for a long time. We used subscribe and save and had it delivered on a schedule. I had to cancel our order recently because the price kept going up every time an order was placed.	1	0
-1	B004OW342G	A7ICHINJY1Q01	Meh.	I've tried several brands of coconut water now, and this is my least favorite. I guess it's a matter of personal preference, but this had kind of a weird taste to me, not as gentle as others. Also, I was looking forward to the pulp, as I love the kelapa muda (young coconut) drinks in Indonesia that have the soft pulp of young coconut in the coconut water. I was hoping to recreate that experience(without the added sugar they include in Indo), but I was disappointed. This is not young coconut pulp, which is scooped out of the coconut and is very soft and sweet, but small,hard chunks cut from a mature coconut. The hard chunks mixed in a coconut was not at all the same textural experience as kelapa muda, and I didn't like it as the contrast between pulp and water was too extreme. To each his own, of course, and some people love it.	7	1
1	B0058AMY74	A3TA1UJWRJF9NC	4 Stars for price and taste	I got the sea salt and vinegar chips from Kettle.  I am used to the Salt and Vinegar chips in the white bag if I am allowed to say that.  Anyways, my first impression for this is wow at all the chips you get for the price.  I got the 9 0z x 12 bags and wow it is so many for the price.  You can tell they are high quality chips just from the packaging, also.  Well being used to the cheaper chips I wasn't expecting how mellow these things are.  The ones I am used to have a really sour taste to them which I didn't mind but they had tons of flavor.  These chips don't have any sour to them at all, and taste just like them but a lot less strong aftertaste.  If you want to try out Salt and Vinegar chips I suggest you try these out first.  So, for the price and how many you get, these chips are definately worth it.  They are thick and crunchy like the more expensive chips you get at high quality restaurants.  I recommend these, 4 stars.	2	1
-1	B001LG945O	A1I25F9S8ZR6ET	I wanted to like it more	I was really looking forward to sampling this product. It's not bad, but a little too sweet-tasting for me. Also, at 140 calories for an 8.3 oz can, I thought that was on the high end. But it does contain 34 grams of sugar, and one must remember that fruit juice is not low in calories. I would have preferred more sparkling water and less juice. On the plus side, it has no artificial ingredients or colors. And no corn syrup! I am sure many will like this product more than I, especially those who prefer more sweetness in their beverages.	0	0
1	B002XDRCVC	A3UW64BGBOP63D	Pancakes	I Love these pancakes!they are Very Easy to make. My go to breakfast! Fast ,tasty and easy.  Two scoops makes 2 pancakes!!	0	0
-1	B005K4Q37A	A19LUT6NUQZF3A	ingredients should be listed	I was disappointed to see that this product contains Sucralose.  It also contains sugar so why the need for an artificial sweetener too?  I now have 54 kcups of a product that I really don't care to put in my body.<br />Some people are sensitive to artificial sweeteners, like my daughter who immediately went to the bathroom after drinking a cup, so the should definitely be listed.	0	2
1	B000EM0JS2	A7DB8HLO06BPW	The Best	Yes, it's high in fat - it's also the best canned soup I've ever had. I like the seasonings in all the Wolfgang Puck soups I've tried so far, but the organic corn chowder is my favorite. The corn is plump and sweet, and the carrots and potatoes make it hearty meal in itself.	1	0
-1	B00068U8LM	A3TT7RU5WW0GQP	It's only candy.	Don't be like I did, and buy them thinking they were chocolate flavored cigars, their just chocolate candy. Cool looking yes, but candy non the less.	1	5
-1	B003D3YT08	A2THRKTAP32DM0	Almost great, but still bad.	I thought that this was going to be a great deal when I ordered it, and quite frankly, it almost was. The yerba mate tasted good, the bombilla was fine too, no problems there. Unfortunately the mate itself had a sizable crack in it, so now I have to drink the stuff out of a mug until I can find a new mate. Not happy about this.	1	0
1	B00430B73W	A38NPDPN3GDVXG	Love this stuff	This is a great snack when you are on the go and want something tasty. Its hard to find coconut flavors, which is my favorite.	0	0
