sentiment	productId	userId	summary	text	helpfulY	helpfulN
		A22Z3RZ040GL35	Great Treat	My dog loves these treats.<br /><br />My only complaint is that they should make some larger size ones.<br /><br />I have a border collie/lab mix, about 75 pounds, and he just gulps these down.<br /><br />We still give them to him, as they really do help his skin problems.<br /><br />From our experience with other treats, if they were larger, he would chew them and enjoy them more.	0	0
		A2QL1GR1A49HXK	excellent price/package and delivery	Rec'd package 4days earlier than expected. Nice, easy to open. excellent- use before date on package and price compared to other around MN area/hard to find in my area. Brewed up a cup and had good flavor to it and would recommend if interested in bold flavor coffee. tracking of package was easy to use and free shipping on three items.  definitely would tell friend about this. price is $22 for two packages not bad price don't pay any higher(not worth it)	0	1
		A2NHGV40QUL4BL	Terrible Don't Buy	I've tried all the flavors. SK Engery has a Terrible Taste and Doesn't work. There are way better energy shots out there SK sucks.	0	0
		AKVZR7FIDF0TU	disgusting	Got this at Costco three months ago because it was cheaper than Lipton and we go through green tea. It tastes too much like mineral water with a slight tea flavor. And it has a bad after taste. We have been drinking it off and on since we bought it and are still not half way through the package of 35. Not recommended.	0	0
		AM17ARD119DYN	Not true rice paper	These may be a great product, but they are not true rice paper. The ingredients listed (in order) are tapioca, filtered water, rice flour, etc. The only ingredient in real rice paper is rice.	3	2
		A2L84KIT7PAZ0J	Did I get ripped off?	I was supposed to get 2 boxes of Jelly Beans in this package - but only one came.  So I paid $12 for a single little box of Jelly Beans?  Can't get in touch with the shipper to get another...not feeling good about this purchase.	3	1
		A2V9DTXTQ5YIMK	Perfect Saltine and size!	It feels odd to write a review about Saltines but I found a need for these. I usually get the other size saltines that are bigger but when I saw the smaller size I immediately ordered them. I have had them for a few months now and use them several times a week! I love that you can just put them in a bowl or cup or soup without having to crunch them up first. They are also a perfect snack size to munch on if your tummy is feeling a bit upset or you are on a bland diet. Nabisco has always been my favorite brand for Saltines whether they are the bigger size ones are these. But if I had a choice I would stick to these for the size and convenience. They are very crisp tasting and not too salty. Just the right amount of a saltine cracker to satisfy whatever need it is you have. Highly recommend and will be ordering more!	7	0
		A1080VOU32OCLY	if you like HOT food and i mean HOT!	This is incredibly too hot. I only use a quarter of the packet, and I can't see anyone eating this completely without really REALLY liking spicy food. i expected, idk, mild? but that's not the point; it was hot to the point that it actually RUINED the taste of the noodles.<br /><br />i think im going to stick to Nissin and Maruchan...more Nissin, i think.	2	8
		A3QQRMRZHPXRAH	cant believe I can have such a good lunch at work	I bought the 12 pack and keep it in my locker at work- Make a pot of rice, and you will feel like your at an indian resturant. I'm no expert on indian food, but I like this and with the spicy zip it is much better than a balony sandwich.	1	0
		AAK35FLHLF298	BEST K-CUP!!!!	"Fair warning: if you are not looking for strong coffee, this isn't for you! This blend is much strong than my previous favorite ""black tiger"". While it is strong, it doesn't have the bitterness that you get with coffee from other k-cups or Starbucks. It has a nice sweet taste that is perfect for those who take their coffee black (tastes great with milk, cream and/or sugar too!!!). I have recommended this blend to a few friends who bought it after I gave them one to try. Try and you won't be disappointed."	2	0
		AKH4BTY3E72VJ	Now shipped from Bayside candy	"I ordered these toffee nuts from the superior nut company often. I didn't even pay attention to the fact that it now says ""shipped from Bayside Candy"" when I ordered them this time around, and honestly I wouldn't have cared. That is until my order arrived today! These nuts are very dark, almost burnt looking, barely covered toffee (The toffee looks dark and burnt anyway), and they taste GROSS!!! You can't taste any butter Toffee...or better yet it taste like someone over cooked it and burnt the batch!<br /><br />The nuts that you see in the picture are no more!<br /><br />Why on earth did this company think it was a good idea to switch those light colored delicious large BUTTER TOFFEE nuts you see in the picture with these tiny BURNT looking and tasting, barely covered in dark burnt toffee peanut PIECES is beyond me. I so want my money back!"	0	0
		A2RMNJIITGW45H	Faint smelling.	"Hi,<br /> Online it says 100% pure lavender oil.  I use lavender oil religously and this does not smell like other pure lavender oils I've recieved in the past. The smell is faint and it is a little more 'perfume' smelling. I did notice on the bottle it says a 100% natural oil not a 100% pure lavender oil.  Online it states that it is a 100% pure lavender oil.  I wrote them and they wrote, ""Thanks. We are sorry to hear that. Your can return for refund. But this is 100% Pure lavender oil, no mixed, no chemical."".. Too return it you would have to pay shipping back plus you are out the shipping you paid to recieve it too.  All in all if you are looking for a strong lavender smell this is not it. There responce was fast so I will give them the benifit of dout, so giving 3 stars for an okay rating. Thanks"	1	0
		A2ZE8KMRGKARPJ	high fructose corn syrup	I stopped using this years ago because of the high fructose corn syrup. high fructose corn syrup comes from GMOS . A new study done on gmos has come out and its showing rats that were fed GMOS developed large tumors.<br /><br />Companies like Heinz are pushing UN agenda 21 .<br /><br />Buy some good real sugar Organic ketchup it tastes the same and is only a few cents more .	0	1
		A1G782BND72233	dog toy	My dogs have enjoyed this toy but they lift a flap and try to rotate to toy to get the treats versus lifting each individual flap. Sometimes they get one or two treats then lose interest.	0	0
		A1ND4DZS3KBG8O	regular stuff	I don't find this vanilla extract to be particularly strong (it's ok but hasn't impressed me with its flavor) and would not buy it again. I was attracted by the organic label but have since done my reading and now understand that the vanilla flavors are extracted in alcohol. Thus a really good quality extract will have a high alcohol content. And from an ethical standpoint, I probably should have been looking for a fair trade label rather than an organic one.	2	2
		A2HGUNLVHJYSCW	Just right	Not too dark, not too light, not too harsh and not to caffeinated.<br />Makes the perfect cup of coffee. Bought from Amazon and received in 2 days with Prime. Great price too.	0	0
		A2L13D1K3PF717	Human-grade ingredients - Awesome!	This is amazing cat food and it's incredibly affordable. The company says that the ingredients are human-grade, which I think is wonderful. I don't like that there are so many ingredients (and some are questionable to me, as I don't know what they are without a bit of research - ex. dicalcium phosphate) but I think it's far superior to most cat food on the market. The ideal diet would be a cat's natural food or the raw food cat diet, but if you don't feed your cat that, this is a good cat food to choose. I think it's healthier than other brands and there are no grains!	1	0
		A2XKJ1KX6XUHYP	Organic...	I have been consuming olives and olive oil for years and years for its nutritional value. I cook with olive oil or use it as dressing or add few spoons into my dish since I need the good unsaturated fat contained in olives in in my diet. All vegetable oils are processed and diluted including LIGHT or EXTRA LIGHT olive oil which is a highly refined oil without the nutritional value. I use much more expensive EXTRA VIRGIN olive oils which taste very fruity and sharp from EU but I have been to their farms and know the product real well and trust the producer as well. Unfortunately, olive oil being the gold standard of the cooking oil is produced and mixed with other oils and adulterated by many for financial gain but not this one since it is pure olive oil. Only EXTRA VIRGIN, the first round of olives that have been pressed have the 200 antioxidants, not refined or mixed with other oils. I keep the oils in the freezer, away from heat and light all the time. Bravo.	7	3
		A3E5PHPXUU0T58	Great food, but...	...lousy packaging/storage.  While the food itself is wonderful and the cat loves it, Amazon really made a mess of my order.  When the cans were opened, the contents had separated into solid and liquid.  We tried to mix it together again, but the cat refused it.  I email the company and sent a picture along and they said it had been subjected to extreme heat and had cooked in the can.  It wasn't hot locally, so I believe it happened while in Amazon's hands.  Additionally, Amazon has been less then helpful in processing the return.<br /><br />So, buy the food for your cat if it likes it, but just not from Amazon.  Get it from a company that handles food products regularly; they probably know a lot more about keeping products edible.	4	1
		A1KZK7XGXDJVJQ	Smells good...	This coffee smells amazing when brewed but is so weak that all flavor and aroma is lost if you put anything in it. I was hoping for a little more boldness and wouldn't recommend this to anyone who likes medium or dark roast coffee because they will be sorely disappointed.	0	0
		AHYRTWABDAG1H	No massage was offered by Ms. Deen!	"I bought this service with the hopes that Ms. Deen herself or at least one of her employees would come out to my house and offer the service indicated in the title, a ""Butt massage"". No, I don't expect anything erotic or anything like that before someone makes such an accusation, I simply put have a sore tush and from time to time need someone to massage it so it's not so tender and painful. Now, did I get said service! No! I instead got two 2.77 ounce shakers of spices. Well, I decided that maybe this isn't the butt of some joke and figured maybe the idea was to ""self serve"" if you will, to massage my own behind with the spices. I did this, and I developed a rash the next day! I will NOT order this product again.<br /><br />The spices would probably be okay on pork though. But I don't own any livestock to massage so for me that is moot.<br /><br />As an aside, this is a cut and paste of my review of a different size of Ms. Deen's butt massage service, thus the reference to two 2.77 ounce shakers.  Even so, given the only difference is the size of the jar my comments there should apply to here fine."	1	1
		A39LURR2WD1FLL	Felt it was needed.	I felt it was needed to review this cat food because it is getting one star reviews that have nothing to do with the cat food itself.<br /><br />The cat food is great cat food, the cats love it. They cant eat it fast enough. The price is fair.	0	0
		A1ZSJNSRZCNCS1	It's Like a Good Chili!	I bought these not sure what to expect.  When I tried them, they taste just like a good chili without the vegetables.  This makes these beans great side dish to a vegetable or whatever.  These are a nice option in addition to the regular Eden beans, which are the very best beans.  Not to mention they are BPA free.  These are very good, as are all Eden products.	8	0
		A2W1X3H67481N9	yummy	I purchased these in preparation for a visit from my niece who is gluten intolerant. Wow, was I surprised! These are really crunchy and delicious! I would definitely buy them again for anyone. It's a great product.	2	0
		A21C5CR95LT0ZY	Great flavor, but not for sushi.	This rice has a wonderful flavor and texture. However, in the description it said it was great for sushi. Do not be fooled. Short grain rice makes the best sushi as it stays together very well.<br /><br />Though when cooked properly this medium-grain rice is STICKIER than the long grain variety, you may have difficulty trying to make any recipe where it is necessary for the rice to stick together.<br /><br />If you like rice to be somewhere between sticky and separated, then this is perfect for you. If you're looking for a good brown sticky sushi rice, stick with short grain.	2	0
		APVU6ELDPPFNU	one month of use made a nonbeliever out of me	In reading all the reviews of different decaf k-cups, the opinion I came away with was that Tully's was where I should go to get a really bold, dark roasted flavor similar to Starbucks' coffee. It does get closer to Starbucks than any of the other decaf k-cups I have tried. But in a way it goes too far and results in a somewhat strange and overpowering taste.<br /><br />I had tried Timothy's decaf and Newman's Own decaf, with the latter vastly superior to the former. I would say Tully's beats Timothy's (which is just brown water), but probably not Newman's. I also tried Donut Shop decaf simultaneously with Tully's (I had Donut Shop at work and Tully's at home). For the first few days, I thought Donut Shop was a little weak and I liked Tully's better for its bolder flavor. But after a couple of weeks I grew tired and a little sick of Tully's strong taste - it's not just strong like a normal cup of Starbucks, it's strong almost like they added some kind of artificial chemical to it to make it taste darker or more burned than it really is. After one month I was long done with the Donut Shop and was just slowly getting through the Tully's (diluted with lots of milk).<br /><br />When I reordered, I only considered Newman's or Donut Shop. I couldn't bring myself to drink another cup of Tully's. It's a shame because they definitely took a step in the right direction with their stronger flavor, but it was a misstep that makes the coffee a poor choice for long-term consumption.<br /><br />Perhaps a good strategy for a newcomer would be to order Tully's AND another brand or two like Newman's and Donut Shop, and trade off which one they drink. That might make Tully's flavor less grating over time	1	1
		A1TIVD0Y3KJSCN	Excellent, truly is low acid!	"I never buy pre-ground coffee, we grind our own; however, I was tempted by the ""low acid"" offer, since I often have heart burn when I drink coffee.  I was extremely surprised with how GOOD this coffee tasted. Seriously, I had very low expectations, and I was blown away not only by the fact that I had less heart burn, but the taste was great!  It not only didn't taste like ""low acid"" coffee, it didn't taste pre-ground.  That said, I was reviewing the prices for the low acid coffee, and it is waaay expensive.  Not sure I'll be buying it - probably just stick to my big mug of sweet tea.  If you can't leave coffee alone and you have heart burn, however, go ahead and try it.  Recommended for taste and low acid, not for cost."	0	0
		AZSVQQ6XTN4Y2	These are yummy!	I order Pop Chips through Amazon as none of my local stores carry the brand. I've tried a variety of the flavors they offer & all are very tasty, however, the sea salt & vinegar are by far my favorite. All I can say is....YUMMY.	0	0
		A2ZCYFSDHBZ2OE	Good the first time but stale the second time	We bought a package of these gummy bears in the store once and they were excellent but expensive. When we saw them on Amazon we bought the 12 pack right away because good organic candy is hard to come by. The first box was excellent, just like they were in the store - chewy with a very good gummy candy texture. We bought a second box 2 months later and they were delivered the other day, and every package looked the same - dry/crusty on the outside of the gummy bears. We opened and tried one package and they were soft and mushy with a sugary crust on the outside and the color was pale. They were shipped in the Texas heat part of the way and this seems to be a common theme on these reviews with gummy bears turning up crusty and bad, so beware!	0	0
		A2VJE7S4RMHDQG	excellent breakfast granola and snack	I purchased this pumpkin/flax granola from amazon and could not be happier.  I actually take it dry everywhere i go.<br />It makes an excellent snack,  i am anxious to try all the granola's now.  The omega's are high,  what better way to get them and it doesn't take much to satisfy a sweet tooth either.  The granola has just enough sweetness to satisfy any cravings, and is healthy too,  a win win.	2	0
		A2OKVD86Q4LSQ9	Buffalo bills Jerky	I am unable to review this product.  My intended receipient never received this product.  I became warn down on tracking this as no contact info was provided.  Unhappy!	0	3
		A22BEGSCZ90Z14	Great when you're in a hurry.	This is great to grab at the last minute to flavor a sauce (such as brandy peppercorn) add some extra flavor to a soup.  I always keep the French demi-glace as well as the classic chicken handy in the pantry.	1	0
		A1ODKP5Y7DPMM1	THIS IS THE STUFF :)	I have been doing a feral cat program for awhile now. The food is important but they love good cat nip and I HAVE FOUND IT !!!!!This is like medical marijuana to my wild cats. In the worst of times they sniff and eat this and get through the cold and fight to keep their territory...I love my TNR program I donated to Denver for wonderful reasons. We elders must set a example..Thank You Amazon and all the  stores and fast delivery bundling and easy open packaging.. I don't take enough time to thank you and the wonderful people who deliver all my STUFF THANKS THANKS and ALWAYS BE HAPPY :)	3	0
		A2GC3RO41BY6VN	yummy!	i first started looking into gluten free foods a few months ago and was concerned that i would not like the taste. although i can taste the difference with several foods, bakery on main is not one of them!	0	0
		AZJSS1DPDTZ2P	LOVE LOVE LOVE	I'm an avid sour patch kid fan.  They are simply my favorite.  These berry flavors are beyond awesome.  I cannot seem to find them in the stores anywhere (they only seemed to have them for ~1 month). Delicious candy, perfectly priced, delivered as desired.  Simply excellent	1	0
		A21I6U11H4VWJU	Love this oil!	I can not get this oil in my local market and I use sesame oil quite a bit in my menus. The oil available here is very much inferior. I had been buying Kadoya on my trips north and bringing it down. Finding it available in this size and in this container is a Godsend! Will re-order as needed...	1	0
		A3V5JGFSR6IXAD	Chocolate peanut butter shake	I love this stuff!  I put it in a chocolate protein mix and voila! Chocolate peanut butter shake!  I also is great with a banana thrown in.	1	0
		A1G2EN02IBJE83	Kids happy moms not	It is Extremely sour. Kids love it but i have to say it has to be really bad for your teeth..really acidic.	0	0
		ANHJK3DQKN8OR	Major Disappointment	"I've been a ""connoisseur"" of dark-chocolate-dipped apricots for years and this is the first time I've ordered them from Amazon.<br /><br />This brand, Old Naples, was a real disappointment.<br /><br />The apricots have an artificial flavor, a strong aftertaste, and a stale, jelly-like texture.  It was not at all the melt-in-your mouth, sticky-sweetness that I have experienced from other brands.<br /><br />The chocolate layer is thin but more importantly, it's cheap chocolate. It's a waxy, flavorless, too-sweet chocolate that barely even looks like dark rather than milk chocolate.<br /><br />On the positive side, each one was individually sealed in cellophane so they weren't as messy as I expected, and the simple gold box was attractive.<br /><br />I would not order these again."	7	0
		A2IPW4XNWKZQ2T	Over $3.00 / can - you've got to be kidding, Progresso!	"I LOVED this soup as a child.  However, now my wife makes me ""Italian Wedding Soup"" which is better and MUCH cheaper!<br /><br />Try making that for a *fraction* of the cost with the ingredients you choose.  Easy to make - find a recipe on the Internet.<br /><br />Progresso, be realistic about your prices and I might buy a few cans..."	0	3
		A1YIU2BAGMFNR6	If you love slim jims you'll love these	Ever since the unfortunate accident at Conagra factory, the prices of slim jims have jumped to ludicrous prices. 49.99 for a 100 pack of slim jims! No sir, you have forced me to look elsewhere. I came across these little morsels when I was having my yearly slim jim itch and boy did they fill the spot. I think it would best describe these as slim jims without the massive amounts of grease and with a more satisfying spicy flavor. If you're still having trouble finding slim jims these are the perfect substitutes or even replacements.	7	0
		A17TPOSAG43GSM	Doesn't meet expectations	Sounded like a great product - pepperoni with an extra kick of flavor. But when I first bit into it, it tasted bland and strange - I was expecting something like the Slim Jim Pepperoni sticks, which are soft and flavorful. Another thing I dislike, is that neither the box nor the product itself contains any nutrition information - you have to mail them to get the info, it says. 29 sticks to go..	0	0
		A26AL8KHZBQB7I	Nancy and the Pack	My dogs love these and it is very, very easy to get them to take pills using these.  They now look forward to getting pills and don't spit them out.  Just don't let them learn to chew them or they may figure out the pill is inside (i.e. keep feeding them little tidbits after the Pill Pocket).	1	0
		AO7BIHHOTA050	ABSOLUTELY WONDERFUL	I am veeery picky about tea, it's my favorite indulgence. I have typically bought my tea from Teavana, but it's tough to afford it and sometimes I'm too lazy to make loose leaf tea. I've tried out tens of different bagged Earl Gray teas and this is BY FAR the winner. Tastes GREAT.	4	0
		AIZ7G8M0781I0	amazing	I was concerned when I got these because I don't know that much about clams but had a really amazing recipe I wanted to try. I was happily surprised after doing some research and finding out that they were okay and how to eat them. We had the most amazing dinner in the world. I will absolutely order from them again!	0	0
		A3TVZM3ZIXG8YW	Filler food is empty, leaves your cat always needing more	"This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.<br /><br />I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.<br /><br />My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.<br /><br />I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.<br /><br />For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.<br /><br />We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.<br /><br />A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.<br /><br />So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.<br /><br />I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.<br /><br />Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage."	11	4
		AG2AWQJXJ0UXJ	Great product for our cats.	We've been buying Friskies Party Mix for over 10 years and since moving to the Dominican Republic, we still order from the states and have them delivered to us here. Our cats are crazy about them!!!!	1	0
		A1O3ONM1MJM7EM	OK for an alternative snack	"Purchased this variety pack and although I was VERY impressed with Amazon Prime shipping (I literally received it in less than 24 hours!), the snack itself is average tasting.  Mostly like flavorless cardboard.  The best flavor is the jalapeno one, pretty spicy.  It satisfies the crunch and salt factor, but no way is this a replacement for real chips.  I recommend PopChips original flavor which reminds me of Munchos, or PopChips BBQ flavor; both are satisfying and taste very good.  I would NOT purchase these Gourmet Basics Smart Fries again.  I even joked with my co-workers when they asked me what I was eating..""They're Smart Fries, but they're not so smart since they don't taste that good!""  They tasted for themselves and they all pretty much agreed with me."	2	1
		A12UCJF0YEOQL1	Never buying here again	This is probably the worst purchase I've ever made on the internet, and I'm a frequent consumer of online purchases.  Firstly, this product was not shipped 3 weeks after I ordered it.  After emailing the company inquiring into my order, I was informed that they would now ship my product - 3 weeks after the order date!  Upon arrival of the purchase, I noticed a misshapen box on my doorstep.  Upon opening the box, I discovered my Fruit Snacks box was misshapen and squished, because it was placed in a shipping box that was smaller than the fruit snacks box, totally ruining the shape and appearance of the Fruit Snacks box.  In addition, under the fruit snacks box was a crumpled packing slip, which included a coupon for 5% off my next purchase from this company.  It's too bad the coupon expired 3 days before I even received the fruit snacks box, since the coupon was printed three weeks prior, when I actually ordered the thing.<br /><br />Tl;dr DO NOT purchase stuff from this company.  It is worth the extra time needed to find another supplier or buying it from the store.  I paid more for this product than it's price at costco citing convenience due to not having to leave my home, and ended up experiencing the worst online purchase in my 10 years of purchasing history.	4	1
		A2WWIUT5XJGFEY	tastes great	This tastes great on bar-b-qued food; it adds more bar-b-que taste. It is absolutely fabulous on grilled salmon. In winter, I use a cast iron skillet for the salmon and it adds a great outdoor taste to it.	1	0
		A7EK88GF8N40F	Incredibly satisfying	I am a serious chocolate aficionado. While these nuts are not coated in chocolate, they have a micro thin layer of dark chocolate that enhances their super crunchy goodness to the max. Interestingly, a small handful is very satisfying. I mention that because so many delicious foods have an addictive quality that makes you want to eat more of them. I would imagine it's the protein and fat content that allows them to be both a true food and a treat.<br /><br />Not only are they incredibly delicious, they come in a re-usable container that is great for dehydrated parsley, whole spices, or anything small.	1	0
		AJXR8WV959K48	tasted disgusting	This tasted disgusting and bland compared to the canned pumpkin that I usually purchase. The store-brand savings is not worth the sacrifice in flavor. I typically eat pumpkin straight out of the can because it is cheap, convenient and healthy.	0	0
		A3SUA8SKNMTM5M	Damaged in shipping	I have tried twice to order this product.  Both times Amazon packaging was perfect, but the manufactures seal on the bottle was bad.  The seal was still intact both times, but the liquid had still leaked out leaving quite a mess when I opened the package.  So I don't know much about trying the aminos themselves as I haven't got to use them.  Not ordering again, will try to find in store.	9	0
		A1N80TD4YD2JSP	Great Creamer, Terrible Packaging	"When I opened the box, there were approximately 23 containers, almost the whole top layer leaking, this caused the liquid to flow over the entire order. The remaining containers had to be washed due to the ""sticky"" material on them. This happened even though it was inside a larger box with other items. Thankfully the other items were DVDs and easily cleaned."	1	0
		A205U9VCA30HQE	Great treats!	Dogs love 'em!!  I mix the treats in their dog food and they wolf it down within a minute.	0	0
		AJGL5D8MR8Q2B	One of My Fav Candies!	I remember eating this candy when I was a little girl, and it was nice to go back to childhood for a little while! Lol	0	0
		A3PJACXRVEXKPL	Tops in the Popcorn World	This popcorn is really great!  We enjoy the taste and the smallness of the actual popcorn.  Its not like the popcorn that is big and fluffy its small and really great to eat.  I eat only this popcorn now and order every three months. Highly recommend to the popcorn lovers of the world.	0	0
		AMBLDL8NPVRRV	Life Saver	My dog Annie has a health condition by the name of Megaesophagus,  anyone interested in learning about this can find information on the internet.  We had got to the point where we did not know what to feed her.<br /><br />Her regular dog food would get incapsulated in the slime, and she would vomit it all up including the slime. This food is high in protein and calories I add enough water to it and mix it well to where it passes through to her stomach.<br /><br />She has two meals a day  and thanks to finding this food I did not have to put her to sleep.  (Her condition had got that bad)	1	0
		AVLJU7X568PVP	Great treats, and a great deal from Amazon	These are wonderful packaged jerky treats, with nothing questionable in them as far as I can tell.  I would rather be making my own jerky, but since I don't have the time, tools and space to do so, these are great.  I get them delivered every 3 months, and end up paying only $0.67 an ounce, compared to the $1.59 an ounce I would be paying if I bought individual packages from Petco. My doggy LOVES these jerky treats too!	0	0
		A2158Y2U61AU9G	My children love these!	They taste great and are healthy. We keep our home stocked with Nana's Cookie Bars.	0	0
		A14OAIJNDG0YBL	yummy	This is awesome tasting cinnamon, very mild but sweet. This is the real stuff and has many health benefits as well as just tasting great!	1	0
		A35M0ZT3KHS0IY	save your money	rated it one star because it wouldn't go to zero star, this stuff is a waste of money, coconut oil, it might work if you put it on a bicycle chain, or a zipper thats sticky otherwise don't waste your time or money.	0	6
